"name","standing","numWins","numLoss","isChampion","season","seasonStart","seasonEnd"
"Timberwolves","12","20","62","False","1993-1994","1993","1994"
"Timberwolves","12","21","61","False","1994-1995","1994","1995"
"Timberwolves","12","26","56","False","1995-1996","1995","1996"
"Timberwolves","6","40","42","False","1996-1997","1996","1997"
"Timberwolves","7","45","37","False","1997-1998","1997","1998"
"Timberwolves","8","25","25","False","1998-1999","1998","1999"
"Timberwolves","6","50","32","False","1999-2000","1999","2000"
"Timberwolves","8","47","35","False","2000-2001","2000","2001"
"Timberwolves","5","50","32","False","2001-2002","2001","2002"
"Timberwolves","4","51","31","False","2002-2003","2002","2003"
"Timberwolves","1","58","24","False","2003-2004","2003","2004"
"Timberwolves","9","44","38","False","2004-2005","2004","2005"
"Timberwolves","14","33","49","False","2005-2006","2005","2006"
"Timberwolves","13","32","50","False","2006-2007","2006","2007"
"Timberwolves","13","22","60","False","2007-2008","2007","2008"
"Timberwolves","11","24","58","False","2008-2009","2008","2009"
"Timberwolves","15","15","67","False","2009-2010","2009","2010"
"Timberwolves","15","17","65","False","2010-2011","2010","2011"
"Timberwolves","12","26","40","False","2011-2012","2011","2012"
"Timberwolves","12","31","51","False","2012-2013","2012","2013"
"Timberwolves","10","40","42","False","2013-2014","2013","2014"
"Timberwolves","15","16","66","False","2014-2015","2014","2015"
"Timberwolves","13","29","53","False","2015-2016","2015","2016"
"Timberwolves","13","31","51","False","2016-2017","2016","2017"
"Timberwolves","8","47","35","False","2017-2018","2017","2018"
"Timberwolves","11","36","46","False","2018-2019","2018","2019"
"Timberwolves","14","19","45","False","2019-2020","2019","2020"
"Timberwolves","13","23","49","False","2020-2021","2020","2021"
"Nets","10","24","58","False","1980-1981","1980","1981"
"Nets","4","44","38","False","1981-1982","1981","1982"
"Nets","4","49","33","False","1982-1983","1982","1983"
"Nets","6","45","37","False","1983-1984","1983","1984"
"Nets","5","42","40","False","1984-1985","1984","1985"
"Nets","6","39","43","False","1985-1986","1985","1986"
"Nets","10","24","58","False","1986-1987","1986","1987"
"Nets","11","19","63","False","1987-1988","1987","1988"
"Nets","11","26","56","False","1988-1989","1988","1989"
"Nets","13","17","65","False","1989-1990","1989","1990"
"Nets","11","26","56","False","1990-1991","1990","1991"
"Nets","6","40","42","False","1991-1992","1991","1992"
"Nets","6","43","39","False","1992-1993","1992","1993"
"Nets","7","45","37","False","1993-1994","1993","1994"
"Nets","11","30","52","False","1994-1995","1994","1995"
"Nets","12","30","52","False","1995-1996","1995","1996"
"Nets","13","26","56","False","1996-1997","1996","1997"
"Nets","7","43","39","False","1997-1998","1997","1998"
"Nets","14","16","34","False","1998-1999","1998","1999"
"Nets","12","31","51","False","1999-2000","1999","2000"
"Nets","12","26","56","False","2000-2001","2000","2001"
"Nets","1","52","30","False","2001-2002","2001","2002"
"Nets","2","49","33","False","2002-2003","2002","2003"
"Nets","2","47","35","False","2003-2004","2003","2004"
"Nets","8","42","40","False","2004-2005","2004","2005"
"Nets","4","49","33","False","2005-2006","2005","2006"
"Nets","6","41","41","False","2006-2007","2006","2007"
"Nets","10","34","48","False","2007-2008","2007","2008"
"Nets","11","34","48","False","2008-2009","2008","2009"
"Nets","15","12","70","False","2009-2010","2009","2010"
"Nets","12","24","58","False","2010-2011","2010","2011"
"Nets","12","22","44","False","2011-2012","2011","2012"
"Nets","4","49","33","False","2012-2013","2012","2013"
"Nets","6","44","38","False","2013-2014","2013","2014"
"Nets","8","38","44","False","2014-2015","2014","2015"
"Nets","14","21","61","False","2015-2016","2015","2016"
"Nets","15","20","62","False","2016-2017","2016","2017"
"Nets","12","28","54","False","2017-2018","2017","2018"
"Nets","6","42","40","False","2018-2019","2018","2019"
"Nets","7","35","37","False","2019-2020","2019","2020"
"Nets","2","48","24","False","2020-2021","2020","2021"
"Knicks","4","50","32","False","1980-1981","1980","1981"
"Knicks","10","33","49","False","1981-1982","1981","1982"
"Knicks","5","44","38","False","1982-1983","1982","1983"
"Knicks","5","47","35","False","1983-1984","1983","1984"
"Knicks","10","24","58","False","1984-1985","1984","1985"
"Knicks","11","23","59","False","1985-1986","1985","1986"
"Knicks","10","24","58","False","1986-1987","1986","1987"
"Knicks","7","38","44","False","1987-1988","1987","1988"
"Knicks","2","52","30","False","1988-1989","1988","1989"
"Knicks","5","45","37","False","1989-1990","1989","1990"
"Knicks","8","39","43","False","1990-1991","1990","1991"
"Knicks","2","51","31","False","1991-1992","1991","1992"
"Knicks","1","60","22","False","1992-1993","1992","1993"
"Knicks","1","57","25","False","1993-1994","1993","1994"
"Knicks","3","55","27","False","1994-1995","1994","1995"
"Knicks","4","47","35","False","1995-1996","1995","1996"
"Knicks","3","57","25","False","1996-1997","1996","1997"
"Knicks","7","43","39","False","1997-1998","1997","1998"
"Knicks","8","27","23","False","1998-1999","1998","1999"
"Knicks","3","50","32","False","1999-2000","1999","2000"
"Knicks","4","48","34","False","2000-2001","2000","2001"
"Knicks","13","30","52","False","2001-2002","2001","2002"
"Knicks","10","37","45","False","2002-2003","2002","2003"
"Knicks","7","39","43","False","2003-2004","2003","2004"
"Knicks","12","33","49","False","2004-2005","2004","2005"
"Knicks","15","23","59","False","2005-2006","2005","2006"
"Knicks","12","33","49","False","2006-2007","2006","2007"
"Knicks","14","23","59","False","2007-2008","2007","2008"
"Knicks","14","32","50","False","2008-2009","2008","2009"
"Knicks","11","29","53","False","2009-2010","2009","2010"
"Knicks","6","42","40","False","2010-2011","2010","2011"
"Knicks","7","36","30","False","2011-2012","2011","2012"
"Knicks","2","54","28","False","2012-2013","2012","2013"
"Knicks","9","37","45","False","2013-2014","2013","2014"
"Knicks","15","17","65","False","2014-2015","2014","2015"
"Knicks","13","32","50","False","2015-2016","2015","2016"
"Knicks","12","31","51","False","2016-2017","2016","2017"
"Knicks","11","29","53","False","2017-2018","2017","2018"
"Knicks","15","17","65","False","2018-2019","2018","2019"
"Knicks","12","21","45","False","2019-2020","2019","2020"
"Knicks","4","41","31","False","2020-2021","2020","2021"
"Magic","11","18","64","False","1989-1990","1989","1990"
"Magic","9","31","51","False","1990-1991","1990","1991"
"Magic","14","21","61","False","1991-1992","1991","1992"
"Magic","8","41","41","False","1992-1993","1992","1993"
"Magic","4","50","32","False","1993-1994","1993","1994"
"Magic","1","57","25","False","1994-1995","1994","1995"
"Magic","2","60","22","False","1995-1996","1995","1996"
"Magic","7","45","37","False","1996-1997","1996","1997"
"Magic","10","41","41","False","1997-1998","1997","1998"
"Magic","1","33","17","False","1998-1999","1998","1999"
"Magic","9","41","41","False","1999-2000","1999","2000"
"Magic","7","43","39","False","2000-2001","2000","2001"
"Magic","5","44","38","False","2001-2002","2001","2002"
"Magic","8","42","40","False","2002-2003","2002","2003"
"Magic","15","21","61","False","2003-2004","2003","2004"
"Magic","10","36","46","False","2004-2005","2004","2005"
"Magic","10","36","46","False","2005-2006","2005","2006"
"Magic","8","40","42","False","2006-2007","2006","2007"
"Magic","3","52","30","False","2007-2008","2007","2008"
"Magic","3","59","23","False","2008-2009","2008","2009"
"Magic","2","59","23","False","2009-2010","2009","2010"
"Magic","4","52","30","False","2010-2011","2010","2011"
"Magic","6","37","29","False","2011-2012","2011","2012"
"Magic","15","20","62","False","2012-2013","2012","2013"
"Magic","13","23","59","False","2013-2014","2013","2014"
"Magic","13","25","57","False","2014-2015","2014","2015"
"Magic","11","35","47","False","2015-2016","2015","2016"
"Magic","13","29","53","False","2016-2017","2016","2017"
"Magic","14","25","57","False","2017-2018","2017","2018"
"Magic","7","42","40","False","2018-2019","2018","2019"
"Magic","8","33","40","False","2019-2020","2019","2020"
"Magic","14","21","51","False","2020-2021","2020","2021"
"Pacers","6","44","38","False","1980-1981","1980","1981"
"Pacers","8","35","47","False","1981-1982","1981","1982"
"Pacers","11","20","62","False","1982-1983","1982","1983"
"Pacers","11","26","56","False","1983-1984","1983","1984"
"Pacers","11","22","60","False","1984-1985","1984","1985"
"Pacers","10","26","56","False","1985-1986","1985","1986"
"Pacers","7","41","41","False","1986-1987","1986","1987"
"Pacers","7","38","44","False","1987-1988","1987","1988"
"Pacers","10","28","54","False","1988-1989","1988","1989"
"Pacers","7","42","40","False","1989-1990","1989","1990"
"Pacers","7","41","41","False","1990-1991","1990","1991"
"Pacers","6","40","42","False","1991-1992","1991","1992"
"Pacers","8","41","41","False","1992-1993","1992","1993"
"Pacers","5","47","35","False","1993-1994","1993","1994"
"Pacers","2","52","30","False","1994-1995","1994","1995"
"Pacers","3","52","30","False","1995-1996","1995","1996"
"Pacers","10","39","43","False","1996-1997","1996","1997"
"Pacers","3","58","24","False","1997-1998","1997","1998"
"Pacers","1","33","17","False","1998-1999","1998","1999"
"Pacers","1","56","26","False","1999-2000","1999","2000"
"Pacers","8","41","41","False","2000-2001","2000","2001"
"Pacers","8","42","40","False","2001-2002","2001","2002"
"Pacers","3","48","34","False","2002-2003","2002","2003"
"Pacers","1","61","21","False","2003-2004","2003","2004"
"Pacers","6","44","38","False","2004-2005","2004","2005"
"Pacers","6","41","41","False","2005-2006","2005","2006"
"Pacers","9","35","47","False","2006-2007","2006","2007"
"Pacers","9","36","46","False","2007-2008","2007","2008"
"Pacers","9","36","46","False","2008-2009","2008","2009"
"Pacers","10","32","50","False","2009-2010","2009","2010"
"Pacers","8","37","45","False","2010-2011","2010","2011"
"Pacers","3","42","24","False","2011-2012","2011","2012"
"Pacers","3","49","32","False","2012-2013","2012","2013"
"Pacers","1","56","26","False","2013-2014","2013","2014"
"Pacers","9","38","44","False","2014-2015","2014","2015"
"Pacers","7","45","37","False","2015-2016","2015","2016"
"Pacers","7","42","40","False","2016-2017","2016","2017"
"Pacers","5","48","34","False","2017-2018","2017","2018"
"Pacers","5","48","34","False","2018-2019","2018","2019"
"Pacers","4","45","28","False","2019-2020","2019","2020"
"Pacers","9","34","38","False","2020-2021","2020","2021"
"76ers","1","62","20","False","1980-1981","1980","1981"
"76ers","3","58","24","False","1981-1982","1981","1982"
"76ers","1","65","17","False","1982-1983","1982","1983"
"76ers","3","52","30","False","1983-1984","1983","1984"
"76ers","3","58","24","False","1984-1985","1984","1985"
"76ers","3","54","28","False","1985-1986","1985","1986"
"76ers","5","45","37","False","1986-1987","1986","1987"
"76ers","10","36","46","False","1987-1988","1987","1988"
"76ers","7","46","36","False","1988-1989","1988","1989"
"76ers","2","53","29","False","1989-1990","1989","1990"
"76ers","5","44","38","False","1990-1991","1990","1991"
"76ers","10","35","47","False","1991-1992","1991","1992"
"76ers","13","26","56","False","1992-1993","1992","1993"
"76ers","11","25","57","False","1993-1994","1993","1994"
"76ers","13","24","58","False","1994-1995","1994","1995"
"76ers","15","18","64","False","1995-1996","1995","1996"
"76ers","14","22","60","False","1996-1997","1996","1997"
"76ers","14","31","51","False","1997-1998","1997","1998"
"76ers","6","28","22","False","1998-1999","1998","1999"
"76ers","4","49","33","False","1999-2000","1999","2000"
"76ers","1","56","26","False","2000-2001","2000","2001"
"76ers","6","43","39","False","2001-2002","2001","2002"
"76ers","4","48","34","False","2002-2003","2002","2003"
"76ers","11","33","49","False","2003-2004","2003","2004"
"76ers","7","43","39","False","2004-2005","2004","2005"
"76ers","9","38","44","False","2005-2006","2005","2006"
"76ers","10","35","47","False","2006-2007","2006","2007"
"76ers","7","40","42","False","2007-2008","2007","2008"
"76ers","6","41","41","False","2008-2009","2008","2009"
"76ers","13","27","55","False","2009-2010","2009","2010"
"76ers","7","41","41","False","2010-2011","2010","2011"
"76ers","8","35","31","False","2011-2012","2011","2012"
"76ers","9","34","48","False","2012-2013","2012","2013"
"76ers","14","19","63","False","2013-2014","2013","2014"
"76ers","14","18","64","False","2014-2015","2014","2015"
"76ers","15","10","72","False","2015-2016","2015","2016"
"76ers","14","28","54","False","2016-2017","2016","2017"
"76ers","3","52","30","False","2017-2018","2017","2018"
"76ers","3","51","31","False","2018-2019","2018","2019"
"76ers","6","43","30","False","2019-2020","2019","2020"
"76ers","1","49","23","False","2020-2021","2020","2021"
"Suns","1","57","25","False","1980-1981","1980","1981"
"Suns","4","46","36","False","1981-1982","1981","1982"
"Suns","2","53","29","False","1982-1983","1982","1983"
"Suns","6","41","41","False","1983-1984","1983","1984"
"Suns","8","36","46","False","1984-1985","1984","1985"
"Suns","9","32","50","False","1985-1986","1985","1986"
"Suns","9","36","46","False","1986-1987","1986","1987"
"Suns","9","28","54","False","1987-1988","1987","1988"
"Suns","3","55","27","False","1988-1989","1988","1989"
"Suns","5","54","28","False","1989-1990","1989","1990"
"Suns","4","55","27","False","1990-1991","1990","1991"
"Suns","4","53","29","False","1991-1992","1991","1992"
"Suns","1","62","20","False","1992-1993","1992","1993"
"Suns","3","56","26","False","1993-1994","1993","1994"
"Suns","2","59","23","False","1994-1995","1994","1995"
"Suns","7","41","41","False","1995-1996","1995","1996"
"Suns","6","40","42","False","1996-1997","1996","1997"
"Suns","4","56","26","False","1997-1998","1997","1998"
"Suns","6","27","23","False","1998-1999","1998","1999"
"Suns","4","53","29","False","1999-2000","1999","2000"
"Suns","6","51","31","False","2000-2001","2000","2001"
"Suns","10","36","46","False","2001-2002","2001","2002"
"Suns","8","44","38","False","2002-2003","2002","2003"
"Suns","13","29","53","False","2003-2004","2003","2004"
"Suns","1","62","20","False","2004-2005","2004","2005"
"Suns","3","54","28","False","2005-2006","2005","2006"
"Suns","2","61","21","False","2006-2007","2006","2007"
"Suns","6","55","27","False","2007-2008","2007","2008"
"Suns","9","46","36","False","2008-2009","2008","2009"
"Suns","3","54","28","False","2009-2010","2009","2010"
"Suns","10","40","42","False","2010-2011","2010","2011"
"Suns","10","33","33","False","2011-2012","2011","2012"
"Suns","15","25","57","False","2012-2013","2012","2013"
"Suns","9","48","34","False","2013-2014","2013","2014"
"Suns","10","39","43","False","2014-2015","2014","2015"
"Suns","14","23","59","False","2015-2016","2015","2016"
"Suns","15","24","58","False","2016-2017","2016","2017"
"Suns","15","21","61","False","2017-2018","2017","2018"
"Suns","15","19","63","False","2018-2019","2018","2019"
"Suns","10","34","39","False","2019-2020","2019","2020"
"Suns","2","51","21","False","2020-2021","2020","2021"
"Trail Blazers","4","45","37","False","1980-1981","1980","1981"
"Trail Blazers","8","42","40","False","1981-1982","1981","1982"
"Trail Blazers","5","46","36","False","1982-1983","1982","1983"
"Trail Blazers","3","48","34","False","1983-1984","1983","1984"
"Trail Blazers","5","42","40","False","1984-1985","1984","1985"
"Trail Blazers","6","40","42","False","1985-1986","1985","1986"
"Trail Blazers","3","49","33","False","1986-1987","1986","1987"
"Trail Blazers","3","53","29","False","1987-1988","1987","1988"
"Trail Blazers","8","39","43","False","1988-1989","1988","1989"
"Trail Blazers","3","59","23","False","1989-1990","1989","1990"
"Trail Blazers","1","63","19","False","1990-1991","1990","1991"
"Trail Blazers","1","57","25","False","1991-1992","1991","1992"
"Trail Blazers","4","51","31","False","1992-1993","1992","1993"
"Trail Blazers","7","47","35","False","1993-1994","1993","1994"
"Trail Blazers","7","44","38","False","1994-1995","1994","1995"
"Trail Blazers","6","44","38","False","1995-1996","1995","1996"
"Trail Blazers","5","49","33","False","1996-1997","1996","1997"
"Trail Blazers","6","46","36","False","1997-1998","1997","1998"
"Trail Blazers","3","35","15","False","1998-1999","1998","1999"
"Trail Blazers","3","59","23","False","1999-2000","1999","2000"
"Trail Blazers","7","50","32","False","2000-2001","2000","2001"
"Trail Blazers","6","49","33","False","2001-2002","2001","2002"
"Trail Blazers","6","50","32","False","2002-2003","2002","2003"
"Trail Blazers","10","41","41","False","2003-2004","2003","2004"
"Trail Blazers","13","27","55","False","2004-2005","2004","2005"
"Trail Blazers","15","21","61","False","2005-2006","2005","2006"
"Trail Blazers","12","32","50","False","2006-2007","2006","2007"
"Trail Blazers","10","41","41","False","2007-2008","2007","2008"
"Trail Blazers","4","54","28","False","2008-2009","2008","2009"
"Trail Blazers","6","50","32","False","2009-2010","2009","2010"
"Trail Blazers","6","48","34","False","2010-2011","2010","2011"
"Trail Blazers","11","28","38","False","2011-2012","2011","2012"
"Trail Blazers","11","33","49","False","2012-2013","2012","2013"
"Trail Blazers","5","54","28","False","2013-2014","2013","2014"
"Trail Blazers","4","51","31","False","2014-2015","2014","2015"
"Trail Blazers","5","44","38","False","2015-2016","2015","2016"
"Trail Blazers","8","41","41","False","2016-2017","2016","2017"
"Trail Blazers","3","49","33","False","2017-2018","2017","2018"
"Trail Blazers","3","53","29","False","2018-2019","2018","2019"
"Trail Blazers","8","35","39","False","2019-2020","2019","2020"
"Trail Blazers","6","42","30","False","2020-2021","2020","2021"
"Kings","5","40","42","False","1980-1981","1980","1981"
"Kings","9","30","52","False","1981-1982","1981","1982"
"Kings","6","45","37","False","1982-1983","1982","1983"
"Kings","7","38","44","False","1983-1984","1983","1984"
"Kings","9","31","51","False","1984-1985","1984","1985"
"Kings","7","37","45","False","1985-1986","1985","1986"
"Kings","10","29","53","False","1986-1987","1986","1987"
"Kings","10","24","58","False","1987-1988","1987","1988"
"Kings","10","27","55","False","1988-1989","1988","1989"
"Kings","12","23","59","False","1989-1990","1989","1990"
"Kings","13","25","57","False","1990-1991","1990","1991"
"Kings","10","29","53","False","1991-1992","1991","1992"
"Kings","11","25","57","False","1992-1993","1992","1993"
"Kings","10","28","54","False","1993-1994","1993","1994"
"Kings","9","39","43","False","1994-1995","1994","1995"
"Kings","8","39","43","False","1995-1996","1995","1996"
"Kings","9","34","48","False","1996-1997","1996","1997"
"Kings","9","27","55","False","1997-1998","1997","1998"
"Kings","6","27","23","False","1998-1999","1998","1999"
"Kings","8","44","38","False","1999-2000","1999","2000"
"Kings","3","55","27","False","2000-2001","2000","2001"
"Kings","1","61","21","False","2001-2002","2001","2002"
"Kings","2","59","23","False","2002-2003","2002","2003"
"Kings","4","55","27","False","2003-2004","2003","2004"
"Kings","6","50","32","False","2004-2005","2004","2005"
"Kings","8","44","38","False","2005-2006","2005","2006"
"Kings","11","33","49","False","2006-2007","2006","2007"
"Kings","11","38","44","False","2007-2008","2007","2008"
"Kings","15","17","65","False","2008-2009","2008","2009"
"Kings","14","25","57","False","2009-2010","2009","2010"
"Kings","14","24","58","False","2010-2011","2010","2011"
"Kings","14","22","44","False","2011-2012","2011","2012"
"Kings","13","28","54","False","2012-2013","2012","2013"
"Kings","13","28","54","False","2013-2014","2013","2014"
"Kings","13","29","53","False","2014-2015","2014","2015"
"Kings","10","33","49","False","2015-2016","2015","2016"
"Kings","12","32","50","False","2016-2017","2016","2017"
"Kings","12","27","55","False","2017-2018","2017","2018"
"Kings","9","39","43","False","2018-2019","2018","2019"
"Kings","12","31","41","False","2019-2020","2019","2020"
"Kings","12","31","41","False","2020-2021","2020","2021"
"Spurs","2","52","30","False","1980-1981","1980","1981"
"Spurs","2","48","34","False","1981-1982","1981","1982"
"Spurs","2","53","29","False","1982-1983","1982","1983"
"Spurs","9","37","45","False","1983-1984","1983","1984"
"Spurs","6","41","41","False","1984-1985","1984","1985"
"Spurs","8","35","47","False","1985-1986","1985","1986"
"Spurs","11","28","54","False","1986-1987","1986","1987"
"Spurs","8","31","51","False","1987-1988","1987","1988"
"Spurs","11","21","61","False","1988-1989","1988","1989"
"Spurs","2","56","26","False","1989-1990","1989","1990"
"Spurs","2","55","27","False","1990-1991","1990","1991"
"Spurs","5","47","35","False","1991-1992","1991","1992"
"Spurs","5","49","33","False","1992-1993","1992","1993"
"Spurs","4","55","27","False","1993-1994","1993","1994"
"Spurs","1","62","20","False","1994-1995","1994","1995"
"Spurs","2","59","23","False","1995-1996","1995","1996"
"Spurs","13","20","62","False","1996-1997","1996","1997"
"Spurs","4","56","26","False","1997-1998","1997","1998"
"Spurs","1","37","13","False","1998-1999","1998","1999"
"Spurs","4","53","29","False","1999-2000","1999","2000"
"Spurs","1","58","24","False","2000-2001","2000","2001"
"Spurs","2","58","24","False","2001-2002","2001","2002"
"Spurs","1","60","22","False","2002-2003","2002","2003"
"Spurs","3","57","25","False","2003-2004","2003","2004"
"Spurs","2","59","23","False","2004-2005","2004","2005"
"Spurs","1","63","19","False","2005-2006","2005","2006"
"Spurs","3","58","24","False","2006-2007","2006","2007"
"Spurs","3","56","26","False","2007-2008","2007","2008"
"Spurs","3","54","28","False","2008-2009","2008","2009"
"Spurs","7","50","32","False","2009-2010","2009","2010"
"Spurs","1","61","21","False","2010-2011","2010","2011"
"Spurs","1","50","16","False","2011-2012","2011","2012"
"Spurs","2","58","24","False","2012-2013","2012","2013"
"Spurs","1","62","20","False","2013-2014","2013","2014"
"Spurs","6","55","27","False","2014-2015","2014","2015"
"Spurs","2","67","15","False","2015-2016","2015","2016"
"Spurs","2","61","21","False","2016-2017","2016","2017"
"Spurs","7","47","35","False","2017-2018","2017","2018"
"Spurs","7","48","34","False","2018-2019","2018","2019"
"Spurs","11","32","39","False","2019-2020","2019","2020"
"Spurs","10","33","39","False","2020-2021","2020","2021"
"SuperSonics","10","34","48","False","1980-1981","1980","1981"
"SuperSonics","3","52","30","False","1981-1982","1981","1982"
"SuperSonics","4","48","34","False","1982-1983","1982","1983"
"SuperSonics","5","42","40","False","1983-1984","1983","1984"
"SuperSonics","9","31","51","False","1984-1985","1984","1985"
"SuperSonics","11","31","51","False","1985-1986","1985","1986"
"SuperSonics","7","39","43","False","1986-1987","1986","1987"
"SuperSonics","7","44","38","False","1987-1988","1987","1988"
"SuperSonics","4","47","35","False","1988-1989","1988","1989"
"SuperSonics","8","41","41","False","1989-1990","1989","1990"
"SuperSonics","8","41","41","False","1990-1991","1990","1991"
"SuperSonics","5","47","35","False","1991-1992","1991","1992"
"SuperSonics","2","55","27","False","1992-1993","1992","1993"
"SuperSonics","1","63","19","False","1993-1994","1993","1994"
"SuperSonics","4","57","25","False","1994-1995","1994","1995"
"SuperSonics","1","64","18","False","1995-1996","1995","1996"
"SuperSonics","2","57","25","False","1996-1997","1996","1997"
"SuperSonics","2","61","21","False","1997-1998","1997","1998"
"SuperSonics","8","25","25","False","1998-1999","1998","1999"
"SuperSonics","7","45","37","False","1999-2000","1999","2000"
"SuperSonics","10","44","38","False","2000-2001","2000","2001"
"SuperSonics","7","45","37","False","2001-2002","2001","2002"
"SuperSonics","10","40","42","False","2002-2003","2002","2003"
"SuperSonics","12","37","45","False","2003-2004","2003","2004"
"SuperSonics","4","52","30","False","2004-2005","2004","2005"
"SuperSonics","11","35","47","False","2005-2006","2005","2006"
"SuperSonics","14","31","51","False","2006-2007","2006","2007"
"SuperSonics","15","20","62","False","2007-2008","2007","2008"
"Thunder","13","23","59","False","2008-2009","2008","2009"
"Thunder","8","50","32","False","2009-2010","2009","2010"
"Thunder","4","55","27","False","2010-2011","2010","2011"
"Thunder","2","47","19","False","2011-2012","2011","2012"
"Thunder","1","60","22","False","2012-2013","2012","2013"
"Thunder","2","59","23","False","2013-2014","2013","2014"
"Thunder","9","45","37","False","2014-2015","2014","2015"
"Thunder","3","55","27","False","2015-2016","2015","2016"
"Thunder","6","47","35","False","2016-2017","2016","2017"
"Thunder","4","48","34","False","2017-2018","2017","2018"
"Thunder","6","49","33","False","2018-2019","2018","2019"
"Thunder","5","44","28","False","2019-2020","2019","2020"
"Thunder","14","22","50","False","2020-2021","2020","2021"
"Raptors","14","21","61","False","1995-1996","1995","1996"
"Raptors","12","30","52","False","1996-1997","1996","1997"
"Raptors","15","16","66","False","1997-1998","1997","1998"
"Raptors","10","23","27","False","1998-1999","1998","1999"
"Raptors","6","45","37","False","1999-2000","1999","2000"
"Raptors","5","47","35","False","2000-2001","2000","2001"
"Raptors","7","42","40","False","2001-2002","2001","2002"
"Raptors","14","24","58","False","2002-2003","2002","2003"
"Raptors","10","33","49","False","2003-2004","2003","2004"
"Raptors","11","33","49","False","2004-2005","2004","2005"
"Raptors","12","27","55","False","2005-2006","2005","2006"
"Raptors","3","47","35","False","2006-2007","2006","2007"
"Raptors","6","41","41","False","2007-2008","2007","2008"
"Raptors","13","33","49","False","2008-2009","2008","2009"
"Raptors","9","40","42","False","2009-2010","2009","2010"
"Raptors","14","22","60","False","2010-2011","2010","2011"
"Raptors","11","23","43","False","2011-2012","2011","2012"
"Raptors","10","34","48","False","2012-2013","2012","2013"
"Raptors","3","48","34","False","2013-2014","2013","2014"
"Raptors","4","49","33","False","2014-2015","2014","2015"
"Raptors","2","56","26","False","2015-2016","2015","2016"
"Raptors","3","51","31","False","2016-2017","2016","2017"
"Raptors","1","59","23","False","2017-2018","2017","2018"
"Raptors","2","58","24","False","2018-2019","2018","2019"
"Raptors","2","53","19","False","2019-2020","2019","2020"
"Raptors","12","27","45","False","2020-2021","2020","2021"
"Jazz","11","28","54","False","1980-1981","1980","1981"
"Jazz","11","25","57","False","1981-1982","1981","1982"
"Jazz","9","30","52","False","1982-1983","1982","1983"
"Jazz","2","45","37","False","1983-1984","1983","1984"
"Jazz","6","41","41","False","1984-1985","1984","1985"
"Jazz","5","42","40","False","1985-1986","1985","1986"
"Jazz","4","44","38","False","1986-1987","1986","1987"
"Jazz","5","47","35","False","1987-1988","1987","1988"
"Jazz","2","51","31","False","1988-1989","1988","1989"
"Jazz","4","55","27","False","1989-1990","1989","1990"
"Jazz","5","54","28","False","1990-1991","1990","1991"
"Jazz","2","55","27","False","1991-1992","1991","1992"
"Jazz","6","47","35","False","1992-1993","1992","1993"
"Jazz","5","53","29","False","1993-1994","1993","1994"
"Jazz","3","60","22","False","1994-1995","1994","1995"
"Jazz","3","55","27","False","1995-1996","1995","1996"
"Jazz","1","64","18","False","1996-1997","1996","1997"
"Jazz","1","62","20","False","1997-1998","1997","1998"
"Jazz","1","37","13","False","1998-1999","1998","1999"
"Jazz","2","55","27","False","1999-2000","1999","2000"
"Jazz","4","53","29","False","2000-2001","2000","2001"
"Jazz","8","44","38","False","2001-2002","2001","2002"
"Jazz","7","47","35","False","2002-2003","2002","2003"
"Jazz","9","42","40","False","2003-2004","2003","2004"
"Jazz","14","26","56","False","2004-2005","2004","2005"
"Jazz","9","41","41","False","2005-2006","2005","2006"
"Jazz","4","51","31","False","2006-2007","2006","2007"
"Jazz","4","54","28","False","2007-2008","2007","2008"
"Jazz","8","48","34","False","2008-2009","2008","2009"
"Jazz","5","53","29","False","2009-2010","2009","2010"
"Jazz","11","39","43","False","2010-2011","2010","2011"
"Jazz","8","36","30","False","2011-2012","2011","2012"
"Jazz","9","43","39","False","2012-2013","2012","2013"
"Jazz","15","25","57","False","2013-2014","2013","2014"
"Jazz","11","38","44","False","2014-2015","2014","2015"
"Jazz","9","40","42","False","2015-2016","2015","2016"
"Jazz","5","51","31","False","2016-2017","2016","2017"
"Jazz","5","48","34","False","2017-2018","2017","2018"
"Jazz","5","50","32","False","2018-2019","2018","2019"
"Jazz","6","44","28","False","2019-2020","2019","2020"
"Jazz","1","52","20","False","2020-2021","2020","2021"
"Grizzlies","14","15","67","False","1995-1996","1995","1996"
"Grizzlies","14","14","68","False","1996-1997","1996","1997"
"Grizzlies","11","19","63","False","1997-1998","1997","1998"
"Grizzlies","14","8","42","False","1998-1999","1998","1999"
"Grizzlies","12","22","60","False","1999-2000","1999","2000"
"Grizzlies","13","23","59","False","2000-2001","2000","2001"
"Grizzlies","13","23","59","False","2001-2002","2001","2002"
"Grizzlies","12","28","54","False","2002-2003","2002","2003"
"Grizzlies","6","50","32","False","2003-2004","2003","2004"
"Grizzlies","8","45","37","False","2004-2005","2004","2005"
"Grizzlies","5","49","33","False","2005-2006","2005","2006"
"Grizzlies","15","22","60","False","2006-2007","2006","2007"
"Grizzlies","14","22","60","False","2007-2008","2007","2008"
"Grizzlies","12","24","58","False","2008-2009","2008","2009"
"Grizzlies","10","40","42","False","2009-2010","2009","2010"
"Grizzlies","8","46","36","False","2010-2011","2010","2011"
"Grizzlies","4","41","25","False","2011-2012","2011","2012"
"Grizzlies","5","56","26","False","2012-2013","2012","2013"
